streak_id,shotid,mjd_shot,spacetrack_norad,spacetrack_perp_arcsec,satchecker_norad,satchecker_name,satchecker_perp_arcsec,satchecker_pa_diff_deg,satchecker_n_returned,verdict
526,20240731008,60522.1796875,43687,1.9289501068953996,43687,COSMOS 2529 (GLONASS),2.0414637414774006,0.018912611561713533,16,agree
525,20240731006,60522.14453125,11573,6.784016841970697,11573,COSMOS 1140,5.0512652846805395,0.10117942436954763,19,agree
523,20240729014,60520.19140625,15699,16.1415063935749,15699,COSMOS 1652 (GLONASS),16.147897947485035,0.3808119650009587,13,agree
522,20240728017,60519.21875,49199,21.584537863520836,49199,ONEWEB-0333,20.879555941644412,0.12686483124065262,19,agree
521,20240728014,60519.1640625,13243,25.29976072761997,13243,COSMOS 1372,32.02211864929154,0.33361731356229285,14,agree
518,20240725012,60516.14453125,4391,23.46070375818954,4391,SL-8 R/B,23.336301275583082,0.08452455413419102,14,agree
520,20240726009,60517.19140625,23561,71.69418863583701,23561,ARIANE 40+ R/B,78.64168260969677,0.37700118495914126,14,agree
524,20240731006,60522.14453125,53414,7.9211606004548685,53414,STARLINK-4304,20.66069489009692,0.013687245879140164,18,agree
